inchikey	smiles
KORCWPOBTZTAFI-YVTYUBGGSA-N	OC[C@H]1O[C@@H](c2cc(Cc3ccc(C4CC4)cc3)c(Cl)c3c2CCO3)[C@H](O)[C@@H](O)[C@@H]1O
KQSGRUQFYWYXGU-UHFFFAOYSA-N	CC(OCC(F)(F)F)c1ccc(-c2nc(-c3nc(N)nc(N(C)c4ccccc4)n3)no2)nc1
KRCKDLGYYQZTMH-UHFFFAOYSA-N	COc1cn(C(CC(C)(C)C)C(=O)Nc2ccc(C(=O)OC(C)(C)C)cc2)c(=O)cc1-c1cc(Cl)ccc1C#N
KWNFFNFBUMFTHK-UHFFFAOYSA-N	CCOc1c(C(=O)O)cnn1-c1cccc(-c2cccc(C)c2OCc2ccc3c(c2C)CCN(C2CCOCC2)C3)n1
KWSGPJCQWZMUQM-UHFFFAOYSA-N	O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2
KXOQTTUQMDLZDM-SANMLTNESA-N	CCCCCn1c(C(F)(F)F)nc2cccc3nc4c(c1c32)Cn1c-4cc2c(c1=O)COC(=O)[C@]2(O)CC
KYVBBJIEKCCZTM-OLZOCXBDSA-N	C=CC(=O)N1C[C@@H]2CCOc3c(Cl)c(-c4c(O)cccc4F)c(F)c4ncnc(c34)N2C[C@H]1C
KZFFYEPYCVDOGE-LJQANCHMSA-N	O=C([C@H](CO)c1ccccc1)N1CC2=C(C1)CN(S(=O)(=O)c1cnc3c(c1)OCCO3)C2
LAHWVDUZLRNQDG-UHFFFAOYSA-N	COc1ccc2nc(Cl)ccc2c1Oc1ccc(F)cc1F
LAPOAOVLRHXODL-ZWKOTPCHSA-N	CN[C@H](CN1CC[C@H](O)C1)c1cccc(C#C[Si](C)(C)C)c1
LAQCQSKKZIRXFW-MHEUCROKSA-N	O=C1N[C@H]2C[C@@H](C2)OCc2cccc(n2)Nc2cc([nH]n2)[C@H]2CC[C@H](C2)O1
LDZJFVOUPUFOHX-UHFFFAOYSA-N	Cc1cc(N2C(=O)NC(=O)C2(C)C)cc(C)c1CCS(=O)(=O)N1CCC2(CC1)N=C(c1ccc(OC(F)(F)F)cc1)NC2=O
LFJQIBWZHWLOGT-UHFFFAOYSA-N	Brc1cnc2[nH]c(-c3ccc(OCCCN4CCCC4)cc3)nc2c1
LGAFZGSECXDYIR-ZDUSSCGKSA-N	C[C@H]1CN(C)CCN1c1cc(NC(=O)Cn2cc(-c3cc(C(N)=O)c(O)c(F)c3F)c3c(=O)n4c(nc32)CCC4)c(Cl)c(F)n1
LGGPZDRLTDGYSQ-GYKKGXIBSA-N	Cc1cc(OCP2(=O)OCC[C@@H](c3cccc(Cl)c3)O2)cc(C)c1Cc1ccc(O)c(C(C)C)c1
LGPNQALKGDDVBD-CYBMUJFWSA-N	Cc1c([C@@H](NC(=O)Nc2cnc(N)nc2)C(F)(F)F)oc2c(F)cc(F)cc12
LHEYGVSDVBEYQF-QMMMGPOBSA-N	Cc1c(Cl)cc(S(=O)(=O)O)cc1NC(=O)NC[C@H](N)C(=O)O
LIMFPAAAIVQRRD-BCGVJQADSA-N	CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F
LJMIMBZGIMDSPE-BHDXBOSCSA-N	Cc1ccc2c(c1)cc([C@H]1C[C@H](n3nc(C)cc3CN)CN1C(=O)c1cnc3[nH]c(C)cc3c1)n2Cc1ccc(Cl)cc1
LLFXNFDLKGPZML-UHFFFAOYSA-N	O=C(O)c1nc2ccccc2nc1Cl
LLRICYBLVFJBJB-UHFFFAOYSA-N	Cc1cc([N+](=O)[O-])cc(C)c1-c1ccc(C(F)(F)F)cc1
LMFYEISSCFNQTM-UHFFFAOYSA-N	Oc1ccc2c(C3CCC3)nn(Cc3ccccc3)c2c1
LNJJWYXXKNGHHM-IYBDPMFKSA-N	CCNC(=O)N1[C@H]2CC[C@@H]1CN(c1ccnc(Nc3cnc(C(=O)NC)c(C)c3)n1)C2
LQNMCWOJACNQQM-PMACEKPBSA-N	CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)C=[N+]=[N-])C(=O)OC(C)C
LQNNJVRJHRFWIK-UHFFFAOYSA-N	CCc1ccc(Cl)cc1I
LTOAWFRZXVPHAJ-UHFFFAOYSA-N	O=C(Nc1ccc(-c2nc(-c3ccc(Cl)cc3)no2)cc1)C1CC(=O)N(Cc2ccco2)C1
LVMAULGVWBINFP-UHFFFAOYSA-N	Cn1cc(-c2ccc(CNc3cc(-c4cnc5cc(OCCCN6CCCC6)ccn45)ncn3)cc2)cn1
LYPSYIWSZQVHAB-UHFFFAOYSA-N	CC(=O)c1ccc2sccc2c1
MCKPYEQRZUCJKI-SFHVURJKSA-N	Cc1c(C(=O)N[C@H](C(=O)OCC2CCOCC2)C(C)C)ccc2c1B(O)OC2
MGGGSJRWNQFCLE-UHFFFAOYSA-N	CCOC(=O)c1cc2n(n1)CCC2
MGPKTKXUWSVAMY-UHFFFAOYSA-N	N#CCC(=O)Cc1ccccc1
MITNUFZPBQIMAT-QFIPXVFZSA-N	CC[C@](C)(N)CNC(=O)c1c(C)nc2c(OCc3c(F)cccc3F)cc(C)cn12
MJDOWJUPBHLXIH-GOEBONIOSA-N	C[C@H]1c2cccc(-c3cnn(C)c3)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl
MMUCHWPQRGEHDV-ZFEZZJPFSA-N	COc1ncc(-c2ccc(Cl)cc2)cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12
MRPFJQLRQGTKNI-UHFFFAOYSA-N	O=S(=O)(Cl)c1cn[nH]c1
MVZQNMZKBOUDCI-UHFFFAOYSA-N	C=CCn1c(CNCCCCNC(=O)OC(C)(C)C)nc2ccccc21
MWRHOSKPSCHFLP-UHFFFAOYSA-N	COc1cc2c(cc1OC)C(=Cc1[nH]cc(CCC(=O)O)c1C)C(=O)N2
MWXPGVONCSFURJ-UHFFFAOYSA-N	Cc1nsc(Nc2ccccn2)n1
MXHBMPVWAPEYSH-UHFFFAOYSA-N	O=C(Nc1noc2ccccc12)c1c(Cl)cccc1Cl
MYHDQTVHHMSLEF-DDBGAENHSA-N	C[C@@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1C[C@@H]2C[C@]2(c2cc(C(F)(F)F)on2)C1)C(F)(F)F
NADMBBGHEQYUMJ-WDXNIXBWSA-N	C[C@H](NC(=O)[C@H]1CCCO1)[C@H](Oc1ccc(C(=O)O[C@H]2CCCN(C(=O)[C@H]3COC(=O)C3)C2)cc1)c1ccc(C2CC2)cc1
NAROFMLCJDYMLZ-UHFFFAOYSA-N	COC(=O)c1ccc(C(=O)c2c(C)c(O)c3ccccn23)cc1
NCRVFDGKPJOYPN-UHFFFAOYSA-N	CCc1c(-c2ccc(O)cc2)nc(OCc2ccccc2)c(C(=O)OCc2ccccc2)c1OCc1ccccc1
NDRARVKETDZHBS-AWEZNQCLSA-N	CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1
NFHSJYKXENYICE-UHFFFAOYSA-N	O=C(c1nn(-c2ccc(CN3CCOCC3)cc2)c2c1CS(=O)(=O)c1c(F)cccc1-2)N1CCOCC1
NGMOHIZLMYXGNO-UHFFFAOYSA-N	COc1ccc2c(O)nc(CCl)nc2c1
NGXAMXNWIHBLBN-JIMJEQGWSA-N	Cc1nnc2c(NC3CCN(CC(C)(C)F)CC3)cc(C(=O)N3[C@@H]4c5ccccc5C[C@H]3C(=O)N[C@@H]4C(C)C)nn12
NHVUPUQLKWAQMU-UHFFFAOYSA-N	Cn1ccc(Nc2ncnc3ccc(Oc4cccnc4)cc23)n1
NKQYHZABKBYUMX-UHFFFAOYSA-N	Cc1cn(CCN2C(=O)c3ccccc3C2=O)nn1
NLCPMQRYQHLZFS-ZPFDUUQYSA-N	CCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@H](C(N)=O)[C@@H](C)CC
NMNZWFGWFXMILV-UHFFFAOYSA-N	CN(C)C(=O)C1(C#N)CCCC(NC(=O)c2ccc(-c3cccc(F)c3)nc2)C1
NNQCUBQIMDBRAW-UHFFFAOYSA-N	CC(C)c1cc2ccc([N+](=O)[O-])cc2[nH]1
NRWORBQAOQVYBJ-GJZUVCINSA-N	CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(OCCCC(=O)O)cn2)C[C@H]1CC
NTOVJWIULULGGI-GFCCVEGCSA-N	CO[C@@H](CO)CNC(=O)c1cc(Nc2cccc(F)c2F)c2cc(Cl)ccc2n1
NVTKJBXOBFRPLQ-UHFFFAOYSA-N	O=C(O)CNC(=O)c1c(O)n(C2CCCCC2)c(=O)n(C2CCCCC2)c1=O
NWGZZGNICQFUHV-OAHLLOKOSA-N	C[C@@H](OP(=O)(N1CC1)N1CC1)c1ccc([N+](=O)[O-])c(Oc2cccc(C(=O)N(C)C)c2)c1
OCDRMYDQTIPVOI-UHFFFAOYSA-N	CCN(C)S(=O)(=O)Nc1ccc(F)c(Oc2ccc3ncn(C4COC5(CCN(C(=O)CC6(O)CCN(c7cc8c(cc7F)c(N7CCC(=O)NC7=O)nn8C)CC6)CC5)C4)c(=O)c3c2)c1C#N
OCKJWSRXCCMMEI-AHGQKZNCSA-N	C[C@@H](OC(=O)C12CC3CC(CC(C3)C1)C2)OC(=O)[C@@]1(N)[C@H]2[C@@H](C[C@H]1OCc1ccc(F)cc1)[C@]2(F)C(=O)O
OEBVYNULNKSONR-UHFFFAOYSA-N	CC1(C)C(=O)N(Cc2c(F)cccc2Cl)c2cc(C(=O)NCc3c(F)cc(F)cc3F)ccc21
OEUYHQOSMXZHIV-UHFFFAOYSA-N	COc1cc(Nc2nc(N3CC(c4ccccc4)C3)n(C)n2)ccc1-n1cnc(C)c1
OFAVKBLHZDLNTD-UHFFFAOYSA-N	CCN(CC)C(=O)c1ccc(C(=O)O)cc1F
OHWDZAOJWZFPOI-UHFFFAOYSA-N	O=C1Cc2cc(-c3cccc(F)c3)cnc2N1
OIAHUUKFQGKEQV-UHFFFAOYSA-N	COc1ccc(C(C)(C)c2cc3ccccc3o2)c(Br)c1
OJUKGYKYSNNNSA-UHFFFAOYSA-N	Cc1cccc(Cc2cccc(C(=O)NCCc3c[nH]c4ccc(Cl)cc34)c2)c1
OMISHRJQMYQPMG-UHFFFAOYSA-N	O=C1CCC(N2Cc3cc(C4CCN(Cc5ccccc5)CC4)ccc3C2=O)C(=O)N1
ONGPJYSSZQHFBU-UHFFFAOYSA-N	NC(=O)c1c(F)ccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)c(Br)o2)c1F
OPLNLPWGEZNZFL-ZWKOTPCHSA-N	C=CC(=O)N[C@H]1CCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1cnc(CC(C)C)cc1C
OPYBJNYVSLHSQI-UHFFFAOYSA-N	CCC1Cc2ccccc2C1=NO
OTNJGCAOEGZZMM-UHFFFAOYSA-N	COC(=O)c1ncsc1N
OVHHLJFHCUVHRI-UHFFFAOYSA-N	COc1cc(OC)[nH]c(=O)n1
OVSKKQIUKUYHCH-UHFFFAOYSA-N	CC(C)(C)OC(=O)C1CC1c1ccc(-c2nn(C3CC3)cc2Sc2ccc(Cl)cc2)cn1
OWQJBKXQSFUGCC-UHFFFAOYSA-N	CC1Cn2c(cc(OCc3ccc(Oc4ccc(C#N)c(C(F)(F)F)c4)c(F)c3)nc2=O)N1C
OXKRFEWMSWPKKV-GHTZIAJQSA-N	O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2ccccc2o1
OYGAAIIWGPRZSJ-UHFFFAOYSA-N	CC(C)NC(=O)CCC(=O)c1ccc(F)c(Cl)c1
OYUDYQMFVRHPIY-UHFFFAOYSA-N	CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3cnc(C(=O)N4CCC4)cn3)cc(OC(C)C)c2)n1)OCC
PAOWILMLSIACLF-UHFFFAOYSA-N	NNc1nncc(N2CCN(c3ccc(F)cc3)CC2)c1Cl
PARGFYLSRQUWHR-BZQUYTCOSA-N	COc1cc([C@@H](C)C(=O)N2CC[C@@]3(CCc4cc(-c5ncccn5)c(C)nc4N3)C2)c(F)cn1
PBLNHHSDYFYZNC-UHFFFAOYSA-N	OCc1cccc2ccccc12
PDMOIJNRESDATJ-UHFFFAOYSA-N	C=CCOC(=O)c1cccc(NC(=O)NCC(=O)OC)c1
PFYMDYRRQUINNN-UHFFFAOYSA-N	CS(=O)(=O)NC(=O)c1cc(C2CC2)cnc1Nc1ccc2c(ccn2-c2ccccc2)c1
PGNLXEBQMQHFNK-SJORKVTESA-N	CC(=O)N1CCN([C@H]2CCC[C@@H](NC(=O)c3cc4c(F)ccc(C)c4[nH]3)C2)CC1
PGSOTMWBSCIDRF-UHFFFAOYSA-N	CCCOc1cc(C(=O)N(CC)CC)ccc1I
PHNKDGCOFKRUSQ-UHFFFAOYSA-N	CCOc1cc2ncc(C#N)c(C)c2cc1OCC
PJKXXTQGJSHEOQ-UHFFFAOYSA-N	CCC1CCN(C(=O)C(CCCNC(=O)OCc2ccccc2)NS(=O)(=O)c2cccc3c(N(C)C)cccc23)CC1
POSWICCRDBKBMH-UHFFFAOYSA-N	CC1CC(=O)CC(C)(C)C1
PPZSTJQLZOPKBO-LGXAAPQCSA-N	C[C@H]1CCCCN1c1nnc2ccc(O[C@@H]3CC[C@H](NC(=O)Nc4cc(C(C)(C)C)nn4-c4cnn(CCN(C)C)c4)c4ccccc43)cn12
PQMAMDUBYCMNAT-NRFANRHFSA-N	COCCCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1[C@H](C(C)(C)C)CO2
PVOYBVVIBNPTPJ-BSEYFRJRSA-N	C[C@H]1CNCCN1c1nccc(-c2noc3c2CCC[C@@]32CCCc3sc(N)c(C#N)c32)n1
PYOQIOLRFIRRSO-LLVKDONJSA-N	CCOCc1cnc(Cl)nc1Oc1ccc2c(ccc3sc4c(c32)NC[C@@H](C)NC4=O)n1
QEFKKIMKJOBAES-UHFFFAOYSA-N	CCCCCNC(=O)CC(=O)OC
QHQSWYIJDFMBNE-UHFFFAOYSA-N	C[Si](C)(C)CCOCn1ccc2c(-c3cnn(C(CC#N)C4CCCC4)c3)ncnc21
QIPKALDGXQQVOS-UHFFFAOYSA-N	Nc1ccn(CCC(F)Cn2cc(C(=O)NCc3cccc(OC(F)(F)F)c3)nn2)c(=O)c1F
QIXXLCJOJGHZJB-UHFFFAOYSA-N	Cc1nc(CO)sc1Br
QMPBBNUOBOFBFS-UHFFFAOYSA-N	Cn1cnc(Cn2c(=O)[nH]/c(=N\c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1
QNOPDDHSGQQLCV-UHFFFAOYSA-N	COc1cc(NC(C(=O)c2c[nH]c3ccc(OC(F)(F)F)cc23)c2ccc(Cl)cc2OC)cc(S(C)(=O)=O)c1
QOUVTYNQXMDDHV-UHFFFAOYSA-N	COc1ccc(N(c2ccc(OC)cc2)c2ccc(N(c3ccc(OC)cc3)c3ccc(OCCCBr)cc3)cc2)cc1
QQVYMLIPGZJSRF-YDOVEJIGSA-N	COc1ccc(CN2C[C@H](O)[C@@](CCC(C)C)(c3ccc(S(C)(=O)=O)cc3O[C@@H](C)CO)C2=O)cc1
QVWZNQBFKUFFHO-RUZDIDTESA-N	Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4cn5cc(C)sc5n4)CC3)C2)nc(O)n1
QYNSTSVJRRGHLN-PPNCUWOSSA-N	NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccc(-c3ccc(S(N)(=O)=O)cc3)cc2)C(=O)Nc2ccc(-c3nnc(Cl)[nH]3)cc2)CC1
QYZKNTUJPXYKOX-AWEZNQCLSA-N	CCCC[C@H]1CN(c2cccc(C)c2C)C(=O)CN1
RDPPBRKNBBXPNZ-PJXMSJPKSA-N	COc1cc(OC2C(C)(C)C(NC(=O)c3ccc(N4CCC(CN5CCN(c6ccc(C(=O)N[C@H]7CCC(=O)NC7=O)c(F)c6)CC5)CC4)cc3)C2(C)C)ccc1C#N
REDPQDQMPNUDEP-NXCFDTQHSA-N	O=C(O)c1ccc(CN2CCC[C@H](O[C@H](CO)c3cc(Cl)cc(Cl)c3)[C@@H]2c2ccccc2)c([N+](=O)[O-])c1
RGCGBFIARQENML-JOCHJYFZSA-N	N[C@@H]1c2ccccc2OC12CCN(c1cnc3c(N4CCCc5ncccc54)n[nH]c3n1)CC2
RJCWBNBKOKFWNY-IDPLTSGASA-N	CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
RJUYQGFWOYDELU-CQSZACIVSA-N	C[C@H](CCCS(=O)(=O)N(C)C)N(c1cc(Cl)ccc1Cl)S(=O)(=O)c1ccc(Cl)cc1
RKAHOQATMSONTM-IBGZPJMESA-N	CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)nc1C(F)F
RKYXTELYNYVQNB-UHFFFAOYSA-N	Cn1nnnc1SCCCC(=O)Cc1ccccc1
ROWSPNRRBJYDCU-IRJNKLFQSA-N	C#C[C@@]1(O)[C@@H](COC(Cc2ccc(N3CCCNC3=O)cc2)(C(=O)O)C(=O)O)O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@@H]1O
RVZKDSOXVMMGNF-UHFFFAOYSA-N	OCc1ccc2n1-c1ccccc1OC21CCN(Cc2ccccc2)CC1
RWALQNUYYICDCM-UMBWAWJWSA-N	COCCOc1cc(F)c2c(c1)CC[C@@H]2Nc1nc2nc(O[C@@H]3CO[C@H]4[C@@H]3OC[C@H]4O)[nH]c2cc1Cl
SBWFYUHMCHTQJT-JWQCQUIFSA-N	N#CC1(NC(=O)[C@@H]2CCCC[C@H]2c2oc(-c3ccc(F)cc3)nc2-c2ccc(N3CCS(=O)(=O)CC3)cc2)CC1
SDOBRKOODSJDMC-UHFFFAOYSA-N	COC1CN(C(=O)Nc2cc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccn2)C1
SEHLMRJSQFAPCJ-HNNXBMFYSA-N	CNC(=O)c1cc(F)c(-c2nc3cc(C)ccn3c2C[C@H]2CN(C(=O)OC)CCO2)c(F)c1
SFULKMBKBMTSQR-UHFFFAOYSA-N	COc1cccc(-c2nc(C(=O)NC(C)c3cc(F)c(NS(C)(=O)=O)c(F)c3)co2)c1
SHAHPWSYJFYMRX-GDLCADMTSA-N	C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1
SJVFAHZPLIXNDH-QFIPXVFZSA-N	O=C(N[C@@H](Cc1ccccc1)C(=O)O)OCC1c2ccccc2-c2ccccc21
SKACLKMPLYMRDY-UHFFFAOYSA-N	COCCOc1cc2c(cc1OC)CCC2=O
SMFTYTRLFIZIPU-NGZATLCBSA-N	CC1(C)OB(c2ccc(OC[C@H]3CC[C@H](OC4CCCCO4)CC3)cc2)OC1(C)C
SRORSBMPRKAUPE-UHFFFAOYSA-N	COC1OC(C(C)(C)[N+](=O)[O-])c2ccccc21
SYTVDTWRIZNVEW-UHFFFAOYSA-N	CN1CCC(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cc(F)ccc3O)C4)cc2)CC1
SYXDQNGJEXFDND-SNRMKQJTSA-N	N[C@H](C(=O)N1Cc2ccccc2C1)[C@H]1CC[C@H](N2CCCC2)CC1
SZOLAEVJEUIHQX-UHFFFAOYSA-N	CC(C)(C)OC(=O)COc1cccc(CNS(=O)(=O)c2cccnc2)c1
TXIZCXPZHUIGFY-UHFFFAOYSA-N	CC1C=CN(C(=O)Oc2ccccc2)C=C1c1nsnc1Cl
UBKOYAUKDZMQDZ-UHFFFAOYSA-N	CC(C)(C)OC(=O)N1CCN(c2ccccc2)C2(CC2)C1
UDFCYQOJPMKLMT-QHCPKHFHSA-N	Cc1ccc(C2CC2)c(-c2ccc3c(c2)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O
UIRKNQLZZXALBI-MSVGPLKSSA-N	CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](NCCCNCCCCN)CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)O
UKBQFBRPXKGJPY-INIZCTEOSA-N	CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@H]3CCOC3)cn2)c1
UMUQEMHROZVOTF-LJQANCHMSA-N	CC(C)OC(=O)[C@@H](Cc1ncccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2
UNFHDRVFEQPUEL-DENIHFKCSA-N	Cc1cc(-c2ccccc2[C@@H](C)OC[C@H](O)CNC(C)(C)Cc2ccc(Cl)c(F)c2)ccc1C(=O)O
UNRTVIQQMJRQLZ-UHFFFAOYSA-N	Cc1nccnc1-c1nn2c(=O)cc(-c3ccc(C4CCCCC4)cc3)[nH]c2c1C(=O)N1CC(CF)C1
UQBMIXIMEKNODO-UHFFFAOYSA-N	N#Cc1cccnc1Oc1cccc(Cl)c1
UTRFILHTKFEHEN-UHFFFAOYSA-N	CN(C=Nc1ccncc1O)Cc1ccccc1
UXZAJSZFFARTEI-YRPNKDGESA-N	COC(=O)N1CCC[C@H](NS(C)(=O)=O)[C@@H]1CO[C@H]1CC[C@@H](c2ccccc2)CC1
UZCLUOWLQYOFSZ-UHFFFAOYSA-N	Nc1c(F)cc(C(F)(F)F)cc1I
UZTLCTQPITZMOT-UHFFFAOYSA-N	COc1ccc2cc3c(Cl)n[nH]c3nc2c1
VBMAJIBPNWGBHX-NWDGAFQWSA-N	COC(=O)N[C@@H]1CCC[C@H](Nc2nc(-c3c[nH]c4ncc(Cl)cc34)ncc2F)C1
VDEUDSRUMNAXJG-LJQANCHMSA-N	CCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21
VDPZXQIMNSUZRT-XMMPIXPASA-N	CCOC(=O)C1(c2ccc(-c3ccc(-c4onc(C)c4CCC(=O)N(C)[C@H](C)c4ccccc4)cc3)cc2)CC1
VEIHFUWZDNMBCO-RXFVIIJJSA-N	C#CCOCc1cc(Cl)c(Cc2ccc(OCC)cc2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
VEJPLARLFWIYNM-UHFFFAOYSA-N	O=Cc1cccc(Cl)c1Br
VFBILHPIHUPBPZ-UHFFFAOYSA-N	CCOc1ccccc1C(=O)NCc1coc(-c2ccc(OC(F)F)c(OC(C)C)c2)n1
VFFPVFKSCNJAMO-QFIPXVFZSA-N	O=C1N[C@@](c2ccc(OCCCC(F)(F)F)cc2F)(C(F)(F)F)CC(c2ccn(CC3CC3)n2)=C1n1nn[nH]c1=O
VLYBAPCPKDLKOF-UHFFFAOYSA-N	O=S(=O)(Cc1ccccc1)NCCCBr
VMGJVZFNUHTEIP-AUWJEWJLSA-N	CC1=C(CC(=O)O)c2cc(F)c(F)cc2/C1=C\c1ccc(S(C)(=O)=O)cc1
VMVROCXMQUSHHK-UHFFFAOYSA-N	COc1ccc(N2CCN(c3nc(-c4ccccc4)c(C(=O)O)s3)CC2)cc1
VNAPWQDUDZCVCA-UHFFFAOYSA-N	N#Cc1ccc(-n2cnc3cc(OCCOCCO)c(NC4CCOCC4)nc32)nc1
VNSQFPFWUAZOTQ-UHFFFAOYSA-N	COc1cccc(OC)c1S(=O)(=O)Nc1noc2cc(Cn3cccn3)cc(OC)c12
VOSAWOSMGPKQEQ-OALUTQOASA-N	CC(C)(O)C(=O)N1CC[C@H](NS(C)(=O)=O)[C@@H]1Cc1cccc(-c2cc(F)cc(F)c2)c1F
VTJXLVGZNOINAD-UHFFFAOYSA-N	COc1ccc2ccn(C)c2c1
VUEKMKATBGIPOP-UHFFFAOYSA-N	N#Cc1cc(O)c(O)c(C#N)c1Cc1ccc(CC(F)(F)F)cc1
VVPARGBRVKRZJC-UHFFFAOYSA-N	CCCOc1ccc(Br)cc1
VWNXCCTWVAQAPL-UHFFFAOYSA-N	COc1ccc(Br)c(C)n1
VZIQOCKMOWWQJJ-UHFFFAOYSA-N	Cc1ccc(C(C)(C)CC2NC(C(=O)OC(C)(C)C)C(c3cccc(Cl)c3F)C2(C#N)c2ccc(Cl)cc2F)o1
VZPBEVWOYXRBLB-UHFFFAOYSA-N	Cc1c(C#N)cc(C(F)F)cc1Oc1c(C(F)(F)C(F)F)ncn(Cc2cc(F)c[nH]c2=O)c1=O
WDULTHSJTYQJMV-ONGXEEELSA-N	O=C(Nc1nccs1)[C@@H]1C[C@H](O)CN1c1nc(Cl)nc(Nc2cc(C3CC3)[nH]n2)n1
WEEVXEKXCIBZMB-UHFFFAOYSA-N	O=C(O)c1cccc(-c2ccc(F)cc2)n1
WFVGTSXVGPRNRJ-UHFFFAOYSA-N	NC(=O)c1ccc(N2CCN(Cc3cn4cc(Cl)cc(Cl)c4n3)CC2)cc1
WKMACJQHHVRNIY-UHFFFAOYSA-N	CN1C(=O)Cc2c1ccc(Br)c2Cl
WKYUDPIMLFDHFX-UHFFFAOYSA-N	CC(C)(C)[Si](C)(C)OCCN(CCO[Si](C)(C)C(C)(C)C)C(=O)CCl
WMJCHIKSTOQGGL-ZRZAMGCNSA-N	CC(=O)C(O)(O)C(=O)N1[C@@H]2CC[C@H]1CN(c1nc(OCC34CCCN3CCC4)nc3c(F)c(-c4cccc5cccc(Cl)c45)ncc13)C2
WNSQJVPADMGXTG-URLMMPGGSA-N	CN(C(=O)OCc1ccccc1)[C@H](CN1CC[C@H](O[Si](C)(C)C(C)(C)C)C1)c1cccc(B2OC(C)(C)C(C)(C)O2)c1
WPAUDXVOHGJMLA-UHFFFAOYSA-N	Cc1ccc(N(C(=O)OC(C)(C)C)c2ccc(C(O)c3cn(S(=O)(=O)c4ccccc4)c4ncnc(Cl)c34)c(F)n2)cn1
WQKPZDLZRFTMTI-CABCVRRESA-N	Cc1ccc([C@H]2C[C@@H]2COc2cc(NCc3nnc(C)s3)nc(C)n2)nc1
WTCXKDSZUHYCLH-UHFFFAOYSA-N	CC(C)C(=O)CCNC(C)c1ccc(Br)cc1
WUFUURSWOJROKY-UHFFFAOYSA-N	COC(=O)c1ccc(I)cc1O
WWOQUKGZCQOHKP-UHFFFAOYSA-N	CC(=O)OCC1(C)C(=O)CCC2(C)C3=C(CCC12)C(=O)C(C(C)C)=CC3=O
WZBSYWCLIMRAHO-QFIPXVFZSA-N	Cc1cn(C)nc1[C@H](Nc1c(Nc2ccnc(C(=O)N(C)C)c2O)c(=O)c1=O)C1(C)CCCC1
WZZBNLYBHUDSHF-DHLKQENFSA-N	Cc1nc2cnc3cc(F)c(-c4ccc(Oc5ncccn5)cc4Cl)cc3c2n1[C@H]1CCN(C(=O)CO)C[C@@H]1F
XAHMIJCNFUSTMT-UHFFFAOYSA-N	Cn1c(=O)c([N+](=O)[O-])c(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c2nc(C#N)ccc21
XBAVUBLRECEOPY-VIFPVBQESA-N	Cc1c(C[C@H](C)N)sc2c(NCc3cccs3)cc(Cl)nc12
